0	3.303289652	0.93
1	2.87277317	0.922
2	2.763349295	0.915
3	2.438349009	0.908
4	2.337581158	0.901
5	2.275019407	0.894
6	2.023859501	0.887
7	1.717901587	0.88
8	1.407012701	0.873
9	1.194664359	0.866
10	0.624002218	0.859
11	0.582172036	0.852
12	0.586839199	0.845
13	0.560435057	0.838
14	0.55959326	0.831
15	0.539084613	0.824
16	0.499746114	0.817
17	0.473703831	0.81
18	0.47244364	0.803
19	0.448776782	0.796
20	0.442167431	0.789
21	0.424259007	0.782
22	0.415749609	0.775
23	0.404919833	0.768
24	0.374548316	0.761
25	0.33775726	0.754
26	0.322980076	0.747
27	0.249883741	0.74
28	0.263281077	0.733
29	0.251018077	0.726
30	0.27079618	0.719
31	0.247462213	0.712
32	0.220899418	0.705
33	0.213019609	0.698
34	0.207455769	0.691
35	0.187231064	0.684
36	0.187847018	0.677
37	0.193729147	0.67
38	0.186827794	0.663
39	0.184371203	0.656
40	0.181018591	0.649
41	0.18175742	0.642
42	0.19575581	0.635
43	0.173848733	0.628
44	0.174865052	0.621
45	0.196132064	0.614
46	0.221105844	0.607
47	0.226735711	0.6
48	0.202920318	0.593
49	0.224729806	0.586
50	0.202028036	0.579
51	0.20093584	0.572
52	0.19984368	0.565
53	0.19875152	0.558
54	0.19765936	0.551
55	0.1965672	0.544
56	0.19547504	0.537
57	0.19438288	0.53
58	0.19329072	0.523
59	0.19219856	0.516
60	0.1911064	0.509
61	0.19001424	0.502
62	0.18892208	0.495
63	0.18782992	0.488
64	0.18673776	0.481
65	0.1856456	0.474
66	0.18455344	0.467
67	0.18346128	0.46
68	0.18236912	0.453
69	0.18127696	0.446
70	0.1801848	0.439
71	0.17909264	0.432
72	0.17800048	0.425
73	0.17690832	0.418
74	0.17581616	0.411
75	0.174724	0.404
76	0.17363184	0.397
77	0.17253968	0.39
78	0.17144752	0.383
79	0.17035536	0.376
80	0.1692632	0.369
81	0.16817104	0.362
82	0.16707888	0.355
83	0.16598672	0.348
84	0.16489456	0.341
85	0.1638024	0.334
86	0.16271024	0.327
87	0.16161808	0.32
88	0.16052592	0.313
89	0.15943376	0.306
90	0.1583416	0.299
91	0.15724944	0.292
92	0.15615728	0.285
93	0.15506512	0.278
94	0.15397296	0.271
95	0.1528808	0.264
96	0.15178864	0.257
97	0.15069648	0.25
98	0.14960432	0.243
99	0.14851216	0.236
100	0.14742	0.229
101	0.10668885	0.222
102	0.088377781	0.215
103	0.118875615	0.208
104	0.083680868	0.201
105	0.071404941	0.194
106	0.079179049	0.187
107	0.076468125	0.18
108	0.052194636	0.173
109	0.052646492	0.166
110	0.067483522	0.159
111	0.069851846	0.152
112	0.064737953	0.145
113	0.065184519	0.138
114	0.073605448	0.131
115	0.076048598	0.124
116	0.188717887	0.117
117	0.174862906	0.11
118	0.117866792	0.103
119	0.14719364	0.096
120	0.096501067	0.089
121	0.162901938	0.082
122	0.122879252	0.075
123	0.080565833	0.068
124	0.121253729	0.061
125	0.082905672	0.054
126	0.125907227	0.047
127	0.066592917	0.04
128	0.050153174	0.033
129	0.038927011	0.026
130	0.066104032	0.019
131	0.048731197	0.012
132	0.03242569	0.005
133	0.025471538	-0.002
134	0.039894339	-0.009
135	0.027239272	-0.016
136	0.026877971	-0.023
137	0.031563275	-0.03
138	0.023557834	-0.037
139	0.021559933	-0.044
140	0.022914851	-0.051
141	0.037290223	-0.058
142	0.019332871	-0.065
143	0.051576067	-0.072
144	0.02700991	-0.079
145	0.088595986	-0.086
146	0.014749873	-0.093
147	0.02537485	-0.1
148	0.050809916	-0.107
149	0.0384528	-0.114
150	0.007189152	-0.121
151	0.083926566	-0.128
152	0.155120254	-0.135
153	0.143816635	-0.142
154	0.096767344	-0.149
155	0.036913078	-0.156
156	0.034438878	-0.163
157	0.042176448	-0.17
158	0.039248202	-0.177
159	0.052760493	-0.184
160	0.060162667	-0.191
161	0.065931968	-0.198
162	0.063510172	-0.205
163	0.076800466	-0.212
164	0.076992735	-0.219
165	0.078330226	-0.226
166	0.05259658	-0.233
167	0.067659557	-0.24
168	0.060711928	-0.247
169	0.044462882	-0.254
170	0.059350595	-0.261
171	0.057729304	-0.268
172	0.03686446	-0.275
173	0.059528004	-0.282
174	0.050699439	-0.289
175	0.115904644	-0.296
176	0.076048337	-0.303
177	0.082232937	-0.31
178	0.091686614	-0.317
179	0.104845367	-0.324
180	0.123096019	-0.331
181	0.128948003	-0.338
182	0.17599684	-0.345
183	0.130580828	-0.352
184	0.146578431	-0.359
185	0.130624339	-0.366
186	0.173346817	-0.373
187	0.166297182	-0.38
188	0.155837759	-0.387
189	0.185902968	-0.394
190	0.186476216	-0.401
191	0.164721042	-0.408
192	0.167471215	-0.415
193	0.171005443	-0.422
194	0.163753718	-0.429
195	0.160978988	-0.436
196	0.146341011	-0.443
197	0.170593187	-0.45
198	0.15982151	-0.457
199	0.15108797	-0.464
200	0.156353191	-0.471
201	0.148807213	-0.478
202	0.168619424	-0.485
203	0.17993857	-0.492
204	0.160681099	-0.499
205	0.159380868	-0.506
206	0.161914751	-0.513
207	0.130964622	-0.52
208	0.08654087	-0.527
209	0.108035609	-0.534
210	0.038988154	-0.541
211	-0.026664734	-0.548
212	-0.022222867	-0.555
213	-0.072174326	-0.562
214	-0.104517974	-0.569
215	-0.046687879	-0.576
216	-0.021889005	-0.583
