217	-0.109915957	-0.59
218	-0.121398583	-0.597
219	-0.115208015	-0.604
220	-0.109841295	-0.611
221	-0.10373193	-0.618
222	-0.111149713	-0.625
223	-0.107973777	-0.632
224	-0.112099692	-0.639
225	-0.101260714	-0.646
226	-0.232168779	-0.653
227	-0.301190019	-0.66
228	-0.385385394	-0.667
229	-0.469938606	-0.674
230	-0.700179935	-0.681
231	-0.71143949	-0.688
232	-0.713544607	-0.695
233	-0.705024838	-0.702
234	-0.712949991	-0.709
235	-0.70593524	-0.716
236	-0.728939295	-0.723
237	-0.857830346	-0.73
238	-0.888498902	-0.737
239	-0.867372453	-0.744
240	-0.84973079	-0.751
241	-0.853756428	-0.758
242	-0.837452412	-0.765
243	-0.817476749	-0.772
244	-0.843408465	-0.779
245	-0.84025234	-0.786
246	-0.86427182	-0.793
247	-0.850354016	-0.8
248	-0.851155877	-0.807
249	-0.848637342	-0.814
250	-0.847608924	-0.821
251	-0.849463642	-0.828
252	-0.854857385	-0.835
253	-0.865288615	-0.842
254	-0.86878866	-0.849
255	-0.858708382	-0.856
256	-0.864537776	-0.863
257	-0.876911998	-0.87
258	-0.88567543	-0.877
259	-0.88986069	-0.884
260	-0.876933396	-0.891
261	-0.88364768	-0.898
262	-0.864616454	-0.905
263	-0.858291984	-0.912
264	-0.819550455	-0.919
265	-0.825325787	-0.926
266	-0.822450995	-0.933
267	-0.795387745	-0.94
268	-0.801772356	-0.947
269	-0.877303123	-0.954
270	-0.902912915	-0.961
271	-1.493001461	-0.968
272	-1.458958983	-0.975
273	-1.420135736	-0.982
274	-1.411269903	-0.989
275	-1.413772345	-0.996
276	-1.415273666	-1.003
277	-1.393866897	-1.01
278	-1.392908454	-1.017
279	-1.440639019	-1.024
280	-1.442898989	-1.031
281	-1.317828417	-1.038
282	-1.285339236	-1.045
283	-1.276437163	-1.052
284	-1.271720052	-1.059
285	-1.259486437	-1.066
286	-1.261961818	-1.073
287	-1.253327966	-1.08
288	-1.24742043	-1.087
289	-1.254706979	-1.094
290	-1.263993382	-1.101
291	-1.253433466	-1.108
292	-1.263083935	-1.115
293	-1.356565475	-1.122
294	-1.344281435	-1.129
295	-1.35011518	-1.136
296	-1.354022264	-1.143
297	-1.398169637	-1.15
298	-1.463547111	-1.157
299	-1.501065016	-1.164
300	-1.490947843	-1.171
