0	0.809
1	0.853
2	0.876
3	0.885
4	0.896
5	0.907
6	0.912
7	0.919
8	0.926
9	0.926
10	0.932
11	0.938
12	0.944
13	0.948
14	0.952
15	0.954
16	0.959
17	0.961
18	0.962
19	0.965
20	0.966
21	0.968
22	0.971
23	0.973
24	0.974
25	0.975
26	0.976
27	0.977
28	0.977
29	0.979
30	0.98
31	0.98
32	0.982
33	0.982
34	0.984
35	0.984
36	0.985
37	0.985
38	0.986
39	0.986
40	0.987
41	0.987
42	0.987
43	0.988
44	0.989
45	0.989
46	0.99
47	0.99
48	0.99
49	0.99
50	0.99
51	0.991
52	0.991
53	0.991
54	0.992
55	0.992
56	0.992
57	0.992
58	0.993
59	0.993
60	0.993
61	0.993
62	0.993
63	0.993
64	0.994
65	0.994
66	0.994
67	0.994
68	0.994
69	0.995
70	0.995
71	0.995
72	0.995
73	0.995
74	0.995
75	0.996
76	0.996
77	0.996
78	0.996
79	0.996
80	0.996
81	0.996
82	0.996
83	0.996
84	0.996
85	0.996
86	0.996
87	0.996
88	0.996
89	0.996
90	0.996
91	0.997
92	0.997
93	0.997
94	0.997
95	0.997
96	0.997
97	0.997
98	0.997
99	0.997
100	0.997
101	0.997
102	0.997
103	0.997
104	0.998
105	0.998
106	0.998
107	0.998
108	0.998
109	0.998
110	0.998
111	0.998
112	0.998
113	0.998
114	0.998
115	0.998
116	0.998
117	0.998
118	0.998
119	0.998
120	0.998
121	0.998
122	0.998
123	0.998
124	0.998
125	0.998
126	0.998
127	0.998
128	0.998
129	0.998
130	0.998
131	0.998
132	0.998
133	0.998
134	0.998
135	0.998
136	0.999
137	0.999
138	0.999
139	0.999
140	0.999
141	0.999
142	0.999
143	0.999
144	0.999
145	0.999
146	0.999
147	0.999
148	0.999
149	0.999
150	0.999
151	0.999
152	0.999
153	0.999
154	0.999
155	0.999
156	0.999
157	0.999
158	0.999
159	0.999
160	0.999
161	0.999
162	0.999
163	0.999
164	0.999
165	0.999
166	0.999
167	0.999
168	0.999
169	0.999
170	0.999
171	0.999
172	0.999
173	0.999
174	0.999
175	0.999
176	0.999
177	0.999
178	0.999
179	0.999
180	0.999
181	0.999
182	0.999
183	0.999
184	0.999
185	0.999
186	0.999
187	0.999
188	0.999
189	0.999
190	0.999
191	0.999
192	0.999
193	0.999
194	0.999
195	0.999
196	0.999
197	0.999
198	0.999
199	0.999
200	0.999
201	0.999
202	0.999
203	0.999
204	0.999
205	0.999
206	0.999
207	0.999
208	0.999
209	0.999
210	0.999
211	0.999
212	0.999
213	0.999
214	0.999
215	0.999
216	0.999
217	0.999
218	0.999
219	0.999
220	0.999
221	0.999
222	0.999
223	0.999
224	0.999
225	0.999
226	0.999
227	0.999
228	0.999
229	0.999
230	0.999
231	0.999
232	0.999
233	0.999
234	0.999
235	0.999
236	0.999
237	0.999
238	0.999
239	0.999
240	0.999
241	0.999
242	0.999
243	0.999
244	0.999
245	0.999
246	0.999
247	0.999
248	0.999
249	0.999
250	0.999
251	0.999
252	0.999
253	0.999
254	0.999
255	0.999
256	0.999
257	0.999
258	0.999
259	0.999
260	0.999
261	0.999
262	0.999
263	0.999
264	0.999
265	0.999
266	0.999
267	0.999
268	0.999
269	0.999
270	0.999
271	0.999
272	0.999
273	0.999
274	0.999
275	0.999
276	0.999
277	0.999
278	0.999
279	0.999
280	0.999
281	0.999
282	0.999
283	0.999
284	0.999
285	0.999
286	0.999
287	0.999
288	0.999
289	0.999
290	0.999
291	0.999
292	0.999
293	0.999
294	0.999
295	0.999
296	0.999
297	0.999
298	0.999
299	0.999
300	0.999
